chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chr4	123649112	123657801	-	5	138,113,125,104,135,	0,3516,7195,7440,8554,	circRNA	Slc6a6	NM_017206	5,6,7,8,9	chr4:123647814-123649112|123657801-123662926	0	0	1	382	0.0	0.005208333333333333	-0.005208333333333333	1.0	1.0
chr14	108220212	108220993	+	3	79,54,96,	0,525,685,	circRNA	Usp34	NM_001271196	52,53,54	chr14:108218032-108220212|108220993-108223332	3	66	0	0	0.08333333333333333	0.0	0.08333333333333333	1.0	1.0
chr15	109127706	109141568	+	3	76,111,103,	0,7959,13759,	circRNA	Pcca	NM_019330	27,28,29	chr15:109125783-109127706|109141568-109168310	1	0	1	0	1.0	1.0	0.0	1.0	1.0
chr18	23034014	23035980	+	2	169,91,	0,1875,	circRNA	Pik3c3	NM_022958	22,23	chr18:23023668-23034014|23035980-23043572	0	0	1	24	0.0	0.07692307692307693	-0.07692307692307693	1.0	1.0
chr8	80435302	80462653	-	5	142,228,220,74,83,	0,2181,15942,23862,27268,	circRNA	Unc13c	NM_173146	24,25,26,27,28	chr8:80406194-80435302|80462653-80518179	0	0	1	135	0.0	0.014598540145985401	-0.014598540145985401	1.0	1.0
chr19	60234296	60234477	+	1	181,	0,	circRNA	Pard3	NM_031235	3	chr19:60118731-60234296|60234477-60260251	1	15	0	0	0.11764705882352941	0.0	0.11764705882352941	1.0	1.0
chr12	37632836	37634526	+	4	136,113,72,100,	0,947,1163,1590,	circRNA	Sbno1	NM_001107138	21,22,23,24	chr12:37629278-37632836|37634526-37637718	2	119	0	0	0.032520325203252036	0.0	0.032520325203252036	1.0	1.0
chr4	21871363	21884406	+	5	121,117,123,95,115,	0,1484,2925,10000,12928,	circRNA	Dmtf1	NM_053693	2,3,4,5,6	chr4:21862459-21871363|21884406-21885366	1	38	0	0	0.05	0.0	0.05	1.0	1.0
chr6	894592	907083	+	3	122,183,198,	0,9898,12293,	circRNA	Crim1	NM_001169103	5,6,7	chr6:872927-894592|907083-925921	0	0	2	1	0.0	0.8	-0.8	1.0	1.0
chr6	24815366	24853449	-	3	68,99,170,	0,8362,37913,	circRNA	Galnt14	NM_001012109	12,13,14	chr6:24813395-24815366|24853449-24985377	0	0	1	3	0.0	0.4	-0.4	1.0	1.0
chr2	119122793	119127298	+	5	62,115,81,96,87,	0,282,525,2915,4418,	circRNA	Actl6a	NM_001039033	9,10,11,12,13	chr2:119121678-119122793|119127298-119128422	1	34	0	0	0.05555555555555555	0.0	0.05555555555555555	1.0	1.0
chr2	102725949	102734350	-	3	207,591,137,	0,672,8264,	circRNA	Cyp7b1	NM_019138	3,4,5	chr2:102707853-102725949|102734350-102871023	0	0	2	11	0.0	0.26666666666666666	-0.26666666666666666	1.0	1.0
chr8	103523008	103548141	-	5	337,196,132,203,155,	0,2809,6596,13783,24978,	circRNA	Trpc1	NM_053558	8,9,10,11,12	chr8:103520758-103523008|103548141-103554188	1	27	0	0	0.06896551724137931	0.0	0.06896551724137931	1.0	1.0
chr3	156967703	157040380	-	25	61,130,104,90,160,200,203,111,180,165,196,211,256,144,177,244,122,135,87,118,59,63,150,148,518,	0,1858,3850,4924,5214,5837,6600,10710,12853,14730,28225,33404,34723,37950,38751,40215,41991,45711,45985,49018,49724,50513,60408,62803,72159,	circRNA	Chd6	NM_001107797	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	chr3:156960436-156967703|157040380-157049613	0	0	1	93	0.0	0.021052631578947368	-0.021052631578947368	1.0	1.0
chr16	83297363	83313557	+	6	72,106,84,133,134,68,	0,554,5980,11925,12599,16126,	circRNA	Cars2	NM_001177684	4,5,6,7,8,9	chr16:83290805-83297363|83313557-83321213	0	0	1	52	0.0	0.037037037037037035	-0.037037037037037035	1.0	1.0
chr4	95894799	95912787	+	6	166,67,101,102,82,389,	0,1509,9332,14077,15212,17599,	circRNA	Smarcad1	NM_001107864	3,4,5,6,7,8	chr4:95892674-95894799|95912787-95921741	1	52	0	0	0.037037037037037035	0.0	0.037037037037037035	1.0	1.0
chr11	84620883	84633565	-	4	189,119,185,981,	0,1937,2992,11701,	circRNA	Klhl24	NM_181473	3,4,5,6	chr11:84619277-84620883|84633565-84643587	0	0	4	87	0.0	0.08421052631578947	-0.08421052631578947	1.0	1.0
chr13	50123824	50126709	+	4	215,243,242,232,	0,542,1667,2653,	circRNA	Atp2b4	NM_001005871	8,9,10,11	chr13:50121014-50123824|50126709-50127541	0	0	1	5	0.0	0.2857142857142857	-0.2857142857142857	1.0	1.0
chr7	64332585	64339943	-	3	315,103,156,	0,5804,7202,	circRNA	Tmem5	NM_001024759	3,4,5	chr7:64330770-64332585|64339943-64340776	0	0	1	29	0.0	0.06451612903225806	-0.06451612903225806	1.0	1.0
chr1	165366391	165367044	-	2	93,94,	0,559,	circRNA	Ppme1	NM_001191838	12,13	chr1:165358383-165366391|165367044-165381970	0	0	1	142	0.0	0.013888888888888888	-0.013888888888888888	1.0	1.0
chr10	70548931	70551565	+	2	191,222,	0,2412,	circRNA	Ap2b1	NM_080583	6,7	chr10:70540046-70548931|70551565-70552293	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr19	52169069	52171485	-	2	162,152,	0,2264,	circRNA	Mbtps1	NM_053569	13,14	chr19:52167345-52169069|52171485-52173290	0	0	1	123	0.0	0.016	-0.016	1.0	1.0
chr20	50755698	50771244	+	5	150,197,132,99,71,	0,784,8740,15098,15475,	circRNA	Hace1	NM_001108539	18,19,20,21,22	chr20:50751445-50755698|50771244-50781706	1	15	1	21	0.11764705882352941	0.08695652173913043	0.030690537084398978	1.0	1.0
chr6	9809999	9818058	+	4	143,97,200,174,	0,2584,5123,7885,	circRNA	Prkce	NM_017171	6,7,8,9	chr6:9797096-9809999|9818058-9880069	1	9	0	0	0.18181818181818182	0.0	0.18181818181818182	1.0	1.0
chr9	121960989	121971034	-	8	138,427,168,13,41,29,62,119,	0,927,3574,8164,8179,8220,8250,9926,	circRNA	Clul1	NM_001033071	3,4,5,6,7,8,9,10	chr9:121951447-121960989|121971034-121972022	0	0	1	348	0.0	0.005714285714285714	-0.005714285714285714	1.0	1.0
chr17	84171205	84220753	-	16	93,22,75,92,105,111,111,111,111,111,108,105,105,114,102,102,	0,3733,3756,6774,8755,10818,11043,14831,18309,21872,26877,29732,34522,39488,48721,49446,	circRNA	Nebl	NM_001191694	9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	chr17:84169780-84171205|84220753-84230182	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr14	19366074	19399649	+	18	234,95,238,192,110,88,128,144,103,828,146,112,146,143,214,176,163,96,	0,2159,4311,6071,6817,8102,9396,9709,10094,11602,16721,25296,25530,28279,28966,29630,30571,33479,	circRNA	Ankrd17	NM_001105999	6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	chr14:19363967-19366074|19399649-19405257	1	112	0	0	0.017543859649122806	0.0	0.017543859649122806	1.0	1.0
chr8	116506814	116512237	-	5	180,72,150,162,92,	0,744,895,2123,5331,	circRNA	Rbm5	NM_001100548	5,6,7,8,9	chr8:116506540-116506814|116512237-116512439	1	102	0	0	0.019230769230769232	0.0	0.019230769230769232	1.0	1.0
chr8	78872101	78888937	+	6	44,62,147,66,140,118,	0,471,4251,6847,7008,16718,	circRNA	Zfp280d	NM_001108165	1,2,3,4,5,6	chr8:None|78888937-78892762	0	0	2	0	0.0	1.0	-1.0	1.0	1.0
chr11	64795076	64799354	+	2	166,89,	0,4189,	circRNA	Timmdc1	NM_001007676	2,3	chr11:64791090-64795076|64799354-64800753	0	0	1	14	0.0	0.125	-0.125	1.0	1.0
chr6	126999400	127015850	+	6	108,117,84,103,141,39,	0,3662,6363,9639,12332,16411,	circRNA	Unc79	NM_001271253	32,33,34,35,36,37	chr6:126990417-126999400|127015850-127021386	0	0	1	33	0.0	0.05714285714285714	-0.05714285714285714	1.0	1.0
chr3	45843759	45845123	+	2	131,187,	0,1177,	circRNA	Tanc1	NM_001002854	5,6	chr3:45832590-45843759|45845123-45857841	1	34	0	0	0.05555555555555555	0.0	0.05555555555555555	1.0	1.0
chr1	218719310	218733334	-	5	87,86,116,65,150,	0,6234,8424,12462,13874,	circRNA	Ppp6r3	NM_001287134	10,11,12,13,14	chr1:218715025-218719310|218733334-218734707	0	0	1	209	0.0	0.009478672985781991	-0.009478672985781991	1.0	1.0
chr12	24301969	24306006	+	3	101,106,124,	0,1408,3913,	circRNA	Hip1	NM_001100475	26,27,28	chr12:24299652-24301969|24306006-24308387	1	17	0	0	0.10526315789473684	0.0	0.10526315789473684	1.0	1.0
chr3	79995193	79997914	-	4	81,114,132,304,	0,1170,1672,2417,	circRNA	Madd	NM_053585	28,29,30,31	chr3:79992568-79995193|79997914-79998501	0	0	1	34	0.0	0.05555555555555555	-0.05555555555555555	1.0	1.0
chr9	61114740	61130269	-	3	172,176,154,	0,12963,15375,	circRNA	Pgap1	NM_201990	24,25,26	chr9:61109002-61114740|61130269-61134796	1	62	0	0	0.03125	0.0	0.03125	1.0	1.0
chr7	107739077	107744523	-	6	52,36,48,52,57,104,	0,2238,3257,3950,4694,5342,	circRNA	Ndrg1	NM_001011991	2,3,4,5,6,7	chr7:107736119-107739077|107744523-107746599	0	0	1	40	0.0	0.047619047619047616	-0.047619047619047616	1.0	1.0
chr15	15617481	15642709	+	6	102,64,124,107,157,142,	0,1347,1777,17580,23930,25086,	circRNA	Cadps	NM_013219	16,17,18,19,20,21	chr15:15604747-15617481|15642709-15654504	0	0	2	91	0.0	0.042105263157894736	-0.042105263157894736	1.0	1.0
chr19	34249086	34305849	+	9	130,107,95,82,46,66,75,88,59,	0,2489,4000,17632,20982,22993,43122,49436,56704,	circRNA	Arhgap10	NM_001109501	8,9,10,11,12,13,14,15,16	chr19:34241861-34249086|34305849-34310749	0	0	1	131	0.0	0.015037593984962405	-0.015037593984962405	1.0	1.0
chr1	134799595	134833821	-	19	176,171,93,97,149,150,72,153,163,189,191,90,217,125,179,45,101,247,134,	0,2055,4196,5472,7194,8196,11653,13386,13938,17667,22520,23380,25196,28331,30211,30553,31538,32594,34092,	circRNA	Chd2	NM_001107523	14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	chr1:134795799-134799595|134833821-134835308	0	0	1	21	0.0	0.08695652173913043	-0.08695652173913043	1.0	1.0
chr1	37515041	37587036	+	10	128,159,133,177,44,81,70,98,85,138,	0,1543,2653,4378,7428,10949,17686,20478,54230,71857,	circRNA	Adcy2	NM_031007	6,7,8,9,10,11,12,13,14,15	chr1:37512397-37515041|37587036-37593151	1	32	0	0	0.058823529411764705	0.0	0.058823529411764705	1.0	1.0
chr9	93371230	93371689	-	1	459,	0,	ciRNA	Ncl	NM_012749	5	chr9:93371230-93371689	1	0	1	0	1.0	1.0	0.0	1.0	1.0
chr2	62438839	62458732	-	8	133,118,232,74,115,120,146,112,	0,2163,3242,3575,6974,7884,11681,19781,	circRNA	Pdzd2	NM_022940	12,13,14,15,16,17,18,19	chr2:62429581-62438839|62458732-62486833	1	8	0	0	0.2	0.0	0.2	1.0	1.0
chr10	46110267	46123037	+	4	571,117,148,118,	0,2270,11598,12652,	circRNA	Mprip	NM_053814	14,15,16,17	chr10:46106717-46110267|46123037-46124047	0	0	1	387	0.0	0.005141388174807198	-0.005141388174807198	1.0	1.0
chr19	55892435	55896592	+	5	140,103,126,163,174,	0,1191,2819,3351,3983,	circRNA	Spg7	NM_181388	5,6,7,8,9	chr19:55891021-55892435|55896592-55903007	1	7	0	0	0.2222222222222222	0.0	0.2222222222222222	1.0	1.0
chr6	123290812	123404928	-	3	65,113,557,	0,65340,113559,	circRNA	Foxn3	NM_001108047	3,4,5	chr6:123209464-123290812|123404928-123468805	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr2	23881260	23885140	-	3	129,109,99,	0,2785,3781,	circRNA	Scamp1	NM_001100636	4,5,6	chr2:23877288-23881260|23885140-23908932	0	0	1	73	0.0	0.02666666666666667	-0.02666666666666667	1.0	1.0
chr8	70489072	70492683	-	3	165,74,43,	0,880,3568,	circRNA	Hacd3	NM_001106831	8,9,10	chr8:70487797-70489072|70492683-70509586	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr17	43162884	43316021	+	31	51,60,122,98,71,74,76,89,95,87,104,78,77,105,70,12,82,100,55,173,69,94,99,129,132,176,88,150,67,197,113,	0,4566,24476,36176,36612,36874,51080,55593,57435,70814,76142,79845,80056,83174,84687,88618,90423,91029,91229,95561,97591,100923,107467,113955,116304,121249,124696,127398,149974,150674,153024,	circRNA	Carmil1	NM_001191692	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	chr17:43055109-43162884|43316021-43321487	0	0	1	29	0.0	0.06451612903225806	-0.06451612903225806	1.0	1.0
chr8	87521065	87525668	+	2	71,143,	0,4460,	circRNA	Senp6	NM_001106842	7,8	chr8:87516210-87521065|87525668-87528862	0	0	2	329	0.0	0.012012012012012012	-0.012012012012012012	1.0	1.0
chr2	164140522	164316377	+	4	196,126,174,37,	0,1334,83556,175818,	circRNA	Rsrc1	NM_001014172	2,3,4,5	chr2:164127050-164140522|164316377-164363481	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr10	557408	586997	-	14	127,200,311,211,133,38,43,193,168,177,127,76,88,147,	0,1078,4684,6002,6837,8249,8287,16986,18838,21037,23612,26037,28368,29442,	circRNA	Abcc1	NM_022281	7,8,9,10,11,12,13,14,15,16,17,18,19,20	chr10:556659-557408|586997-590903	1	45	0	0	0.0425531914893617	0.0	0.0425531914893617	1.0	1.0
chr5	135257428	135266178	-	2	143,148,	0,8602,	circRNA	Mast2	NM_001108005	27,28	chr5:135234830-135257428|135266178-135285184	1	25	0	0	0.07407407407407407	0.0	0.07407407407407407	1.0	1.0
chrX	128162399	128203793	-	20	77,161,70,138,36,59,431,103,179,185,132,129,158,142,276,165,180,118,97,82,	0,2541,2785,3178,7558,9037,9285,23778,24101,24773,25044,25463,26783,27384,28422,31974,33723,35776,39772,41312,	circRNA	Thoc2	NM_001191756	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	chrX:128161922-128162399|128203792-128204175	0	0	1	74	0.0	0.02631578947368421	-0.02631578947368421	1.0	1.0
chr8	78888819	78925364	+	13	118,171,110,224,158,101,147,135,308,141,63,119,37,	0,3943,4511,9022,11379,12188,13259,19626,21461,21887,32456,36242,36508,	circRNA	Zfp280d	NM_001108165	6,7,8,9,10,11,12,13,14,15,16,17,18	chr8:78879249-78888819|78925364-78938375	0	0	1	191	0.0	0.010362694300518135	-0.010362694300518135	1.0	1.0
chr19	9722858	9726854	+	3	287,79,231,	0,1137,3765,	circRNA	Cnot1	NM_001134840	21,22,23	chr19:9722614-9722858|9726854-9727304	1	119	0	0	0.01652892561983471	0.0	0.01652892561983471	1.0	1.0
chr7	61184364	61196417	+	8	95,100,30,176,306,110,110,250,	0,173,4136,4492,5596,6685,6881,11803,	circRNA	Mdm1	NM_001017459	6,7,8,9,10,11,12,13	chr7:61183079-61184364|61196417-61198240	1	167	0	0	0.011834319526627219	0.0	0.011834319526627219	1.0	1.0
chr17	54198617	54199402	+	2	194,69,	0,716,	circRNA	Kif5b	NM_057202	12,13	chr17:54197488-54198617|54199402-54202220	1	174	0	0	0.011363636363636364	0.0	0.011363636363636364	1.0	1.0
chr8	87544150	87550389	+	3	117,120,93,	0,4393,6146,	circRNA	Senp6	NM_001106842	16,17,18	chr8:87544069-87544150|87550389-87554120	1	212	0	0	0.009345794392523364	0.0	0.009345794392523364	1.0	1.0
chr6	125831270	125845326	-	8	97,167,133,88,67,86,45,165,	0,1257,4341,8587,11325,11754,13628,13891,	circRNA	Atxn3	NM_021702	3,4,5,6,7,8,9,10	chr6:125824637-125831270|125845326-125853332	0	0	1	40	0.0	0.047619047619047616	-0.047619047619047616	1.0	1.0
chr7	47331319	47333750	-	3	79,185,86,	0,1631,2345,	circRNA	Tmtc2	NM_001171177	8,9,10	chr7:47312985-47331319|47333750-47364003	2	87	0	0	0.04395604395604396	0.0	0.04395604395604396	1.0	1.0
chr1	264682393	264688964	+	3	968,71,123,	0,1960,6448,	circRNA	Slf2	NM_001134612	6,7,8	chr1:264678002-264682393|264688964-264689737	0	0	1	200	0.0	0.009900990099009901	-0.009900990099009901	1.0	1.0
chr2	172924949	172938723	-	3	136,81,65,	0,8494,13709,	circRNA	Schip1	NM_001100666	8,9,10	chr2:172459169-172924949|172938723-173087158	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr3	46496471	46510508	-	6	169,239,148,131,118,137,	0,894,4853,5438,6198,13900,	circRNA	Pla2r1	NM_001100837	6,7,8,9,10,11	chr3:46495145-46496471|46510508-46512965	1	24	0	0	0.07692307692307693	0.0	0.07692307692307693	1.0	1.0
chr12	40586253	40588986	-	2	132,64,	0,2669,	circRNA	Tmem116	NM_001159625	8,9	chr12:40571167-40586253|40588986-40589806	0	0	2	33	0.0	0.10810810810810811	-0.10810810810810811	1.0	1.0
chr17	34739946	34791523	+	16	81,146,82,103,119,126,125,66,158,122,62,81,60,62,67,117,	0,4860,5133,5985,10724,26162,30414,38957,39180,39745,41322,43699,44606,45094,47705,51460,	circRNA	Exoc2	NM_134414	8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	chr17:34724767-34739946|34791523-34799407	1	0	1	0	1.0	1.0	0.0	1.0	1.0
chr4	152933730	152946115	+	6	195,182,125,151,115,356,	0,4250,4990,6012,7892,12029,	circRNA	Kdm5a	NM_001277177	14,15,16,17,18,19	chr4:152930441-152933730|152946115-152947233	2	49	0	0	0.07547169811320754	0.0	0.07547169811320754	1.0	1.0
chr7	50173692	50226905	-	4	118,168,168,123,	0,45146,48278,53090,	circRNA	Syt1	NM_001033680	3,4,5,6	chr7:50090491-50173692|50226905-50232502	0	0	1	803	0.0	0.002484472049689441	-0.002484472049689441	1.0	1.0
chr9	61249825	61250849	-	2	118,88,	0,936,	circRNA	Ankrd44	NM_001191807	9,10	chr9:61248331-61249825|61250849-61254741	0	0	1	37	0.0	0.05128205128205128	-0.05128205128205128	1.0	1.0
chr5	12450437	12482389	-	10	89,222,81,63,69,63,116,246,212,194,	0,3428,11865,12053,13994,14743,17152,22682,30485,31758,	circRNA	St18	NM_153310	4,5,6,7,8,9,10,11,12,13	chr5:12444653-12450437|12482389-12489916	1	26	0	0	0.07142857142857142	0.0	0.07142857142857142	1.0	1.0
chr2	127656567	127668742	+	7	134,197,99,138,126,108,120,	0,1844,6336,8301,10978,11370,12055,	circRNA	Hspa4l	NM_001106428	12,13,14,15,16,17,18	chr2:127655075-127656567|127668742-127674586	0	0	1	1139	0.0	0.0017528483786152498	-0.0017528483786152498	1.0	1.0
chr17	5555490	5591590	+	11	98,117,692,84,87,149,88,145,154,181,130,	0,4166,8028,14256,15568,15736,27365,32335,33975,35022,35970,	circRNA	Agtpbp1	NM_001106100	13,14,15,16,17,18,19,20,21,22,23	chr17:5548199-5555490|5591590-5598251	0	0	1	1374	0.0	0.0014534883720930232	-0.0014534883720930232	1.0	1.0
chr1	206986320	207006238	+	8	73,80,126,125,99,73,104,184,	0,3511,7649,11482,12855,13830,19009,19734,	circRNA	Dock1	NM_001143858	11,12,13,14,15,16,17,18	chr1:206978733-206986320|207006238-207011019	0	0	1	48	0.0	0.04	-0.04	1.0	1.0
chr10	73826323	73857079	-	13	113,108,78,63,108,91,91,101,58,148,69,121,50,	0,2830,6446,6789,7672,8548,8794,11460,12949,15180,27888,29343,30706,	circRNA	Rps6kb1	NM_031985	2,3,4,5,6,7,8,9,10,11,12,13,14	chr10:73825121-73826323|73857079-73865202	0	0	2	93	0.0	0.041237113402061855	-0.041237113402061855	1.0	1.0
chr11	34631079	34649619	+	10	55,163,46,127,64,61,85,135,81,113,	0,5066,6201,7450,8678,12623,12916,14980,15768,18427,	circRNA	Ttc3	NM_001108315	11,12,13,14,15,16,17,18,19,20	chr11:34621503-34631079|34649619-34651115	2	45	0	0	0.08163265306122448	0.0	0.08163265306122448	1.0	1.0
chr3	62902362	62984409	-	6	108,147,51,93,68,76,	0,590,41037,65494,66482,81971,	circRNA	Pde11a	NM_080893	9,10,11,12,13,14	chr3:62886687-62902362|62984409-63010096	1	6	0	0	0.25	0.0	0.25	1.0	1.0
chr13	106810398	106810531	+	1	133,	0,	circRNA	Ush2a	NM_001302219	3	chr13:106756096-106810398|106810531-106833768	0	0	1	294	0.0	0.006756756756756757	-0.006756756756756757	1.0	1.0
chr7	64672722	64722547	+	7	81,127,8,146,84,76,146,	0,34955,35082,36486,43644,47545,49679,	circRNA	Grip1	NM_032069	1,2,3,4,5,6,7	chr7:None|64722547-64754431	0	0	2	0	0.0	1.0	-1.0	1.0	1.0
chr1	44045274	44069073	+	8	84,45,162,154,131,175,82,118,	0,725,11181,15155,16335,20433,21958,23681,	circRNA	Scaf8	NM_139094	2,3,4,5,6,7,8,9	chr1:44019410-44045274|44069073-44075886	0	0	1	34	0.0	0.05555555555555555	-0.05555555555555555	1.0	1.0
chr19	34207715	34249216	+	7	96,62,72,102,111,105,130,	0,169,19608,25304,31714,34041,41371,	circRNA	Arhgap10	NM_001109501	2,3,4,5,6,7,8	chr19:34140340-34207715|34249216-34251575	1	28	0	0	0.06666666666666667	0.0	0.06666666666666667	1.0	1.0
chr13	107377912	107387695	+	3	228,1517,322,	0,4159,9461,	circRNA	Ush2a	NM_001302219	61,62,63	chr13:107343738-107377912|107387695-107406020	0	0	1	12	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr6	126864142	126874280	+	3	121,146,171,	0,6619,9967,	circRNA	Unc79	NM_001271253	1,2,3	chr6:None|126874280-126883894	14	0	13	0	1.0	1.0	0.0	1.0	1.0
chr6	135701433	135708783	+	4	81,75,93,141,	0,2743,4225,7209,	circRNA	Traf3	NM_001108724	7,8,9,10	chr6:135696475-135701433|135708783-135713640	0	0	1	6	0.0	0.25	-0.25	1.0	1.0
chrX	25059976	25062835	+	1	2859,	0,	ciRNA	Clcn4	NM_022198	9	chrX:25059975-25062845	0	0	1	192	0.0	0.010309278350515464	-0.010309278350515464	1.0	1.0
chr6	71078255	71122002	-	12	107,73,53,280,78,124,205,78,211,24,161,132,	0,1533,3528,4639,6413,7833,9368,11141,11363,28675,40951,43615,	circRNA	Prkd1	NM_001276715	6,7,8,9,10,11,12,13,14,15,16,17	chr6:71061841-71078255|71122002-71180400	1	17	0	0	0.10526315789473684	0.0	0.10526315789473684	1.0	1.0
chr5	8821589	8840282	-	7	71,47,37,413,99,81,104,	0,2308,2403,10786,11977,13125,18589,	circRNA	Cspp1	NM_001191864	22,23,24,25,26,27,28	chr5:8816937-8821589|8840282-8862224	0	0	1	84	0.0	0.023255813953488372	-0.023255813953488372	1.0	1.0
chr6	42261022	42276361	+	15	49,136,92,247,107,160,161,185,70,104,187,94,95,180,169,	0,645,866,1165,1924,3762,7075,7566,8449,10157,10524,13232,13415,14843,15170,	circRNA	Rock2	NM_013022	13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	chr6:42260884-42261022|42276361-42278069	0	0	1	138	0.0	0.014285714285714285	-0.014285714285714285	1.0	1.0
chr8	111645628	111648717	+	4	54,106,112,94,	0,245,1640,2995,	circRNA	Rab6b	NM_001108775	2,3,4,5	chr8:111627915-111645628|111648717-111651831	0	0	1	43	0.0	0.044444444444444446	-0.044444444444444446	1.0	1.0
chr3	113288394	113292072	-	1	3678,	0,	ciRNA	Ppip5k1	NM_001080783	5	chr3:113288394-113292072	4	2	11	5	0.8	0.8148148148148148	-0.014814814814814725	1.0	1.0
chr5	139379736	139401879	+	6	128,63,24,143,71,235,	0,5955,6561,14990,16016,21908,	circRNA	Scmh1	NM_001109669	1,2,3,4,5,6	chr5:None|139401879-139416768	2	0	7	0	1.0	1.0	0.0	1.0	1.0
chr2	123292524	123318834	-	12	140,66,75,193,103,85,131,117,73,187,176,63,	0,8679,10530,11824,14621,15545,18140,19713,20564,22760,25325,26247,	circRNA	Bbs7	NM_001012180	7,8,9,10,11,12,13,14,15,16,17,18	chr2:123289176-123292524|123318834-123321708	1	30	0	0	0.0625	0.0	0.0625	1.0	1.0
chr7	50218838	50222138	-	2	168,168,	0,3132,	circRNA	Syt1	NM_001033680	4,5	chr7:50173810-50218838|50222138-50226782	0	0	1	594	0.0	0.003355704697986577	-0.003355704697986577	1.0	1.0
chr17	43263807	43290432	+	7	94,99,129,132,176,88,150,	0,6544,13032,15381,20326,23773,26475,	circRNA	Carmil1	NM_001191692	24,25,26,27,28,29,30	chr17:43260544-43263807|43290432-43312858	0	0	1	108	0.0	0.01818181818181818	-0.01818181818181818	1.0	1.0
chr10	95876787	95893306	+	8	205,52,191,208,80,634,235,517,	0,4803,5598,7366,9501,13401,14620,16002,	circRNA	Helz	NM_001105848	22,23,24,25,26,27,28,29	chr10:95869889-95876787|95893306-95905201	0	0	1	81	0.0	0.024096385542168676	-0.024096385542168676	1.0	1.0
chr11	74740367	74750344	-	8	111,94,117,141,80,109,153,166,	0,499,1362,3552,7137,7549,7876,9811,	circRNA	Opa1	NM_133585	3,4,5,6,7,8,9,10	chr11:74722880-74740367|74750344-74754767	0	0	1	69	0.0	0.028169014084507043	-0.028169014084507043	1.0	1.0
chr7	105404675	105406964	-	2	90,202,	0,2087,	circRNA	Adcy8	NM_017142	8,9	chr7:105394842-105404675|105406964-105415404	0	0	1	8	0.0	0.2	-0.2	1.0	1.0
chr6	137778146	137789412	-	6	93,40,127,94,150,73,	0,177,799,2841,4130,11193,	circRNA	Brf1	NM_001106761	9,10,11,12,13,14	chr6:137774232-137778146|137789412-137792723	0	0	1	54	0.0	0.03571428571428571	-0.03571428571428571	1.0	1.0
chr16	86607203	86609779	+	2	226,84,	0,2492,	circRNA	Arglu1	NM_001024972	2,3	chr16:86601426-86607203|86609779-86624225	0	0	1	274	0.0	0.007246376811594203	-0.007246376811594203	1.0	1.0
chr15	28623165	28636282	-	17	76,130,104,90,157,200,197,111,180,168,196,211,256,144,177,244,122,	0,2623,3976,4593,4759,5020,5463,6430,6684,7211,7655,8004,9747,10201,11331,12605,12995,	circRNA	Chd8	NM_022933	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	chr15:28622466-28623165|28636282-28637341	0	0	2	29	0.0	0.12121212121212122	-0.12121212121212122	1.0	1.0
